
 Lista de Imóveis da Caixa;;Data de geração:;26/07/2024;;;;;;;
 8787704707830 ;SP ;SAO PAULO ;BUTANTA ;RUA KENKITI SHIMOMOTO, N. 1100, Apto 67, BL 03 ;215.000,00;215.000,00;0.00;Apartamento, 0.00 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704707830
 1555532224358 ;SP ;SAO PAULO ;BELA VISTA ;RUA SANTO ANTONIO, N. 597, Apto 41, ALA A AMERICA ;570.000,00;570.000,00;0.00;Apartamento, 0.00 de área total, 51.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555532224358
 1787701154093 ;SP ;SAO PAULO ;BARRA FUNDA ;RUA DO BOSQUE, N. 130, Apto 202, TORRE  B ;287.000,00;287.000,00;0.00;Apartamento, 0.00 de área total, 34.52 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701154093
 8787712187425 ;SP ;SAO PAULO ;BARRA FUNDA ;RUA DO BOSQUE, N. 136, Apto 110, TORRE A ;255.000,00;255.000,00;0.00;Apartamento, 0.00 de área total, 34.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712187425
 8787713389366 ;SP ;SAO PAULO ;BARRA FUNDA ;RUA DO BOSQUE, N. 136, Apto 203, TORRE B ;293.000,00;293.000,00;0.00;Apartamento, 0.00 de área total, 34.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713389366
 1444404749626 ;SP ;SAO PAULO ;CHACARA MAFALDA ;RUA TEONILIA MARIA DE JESUS, N. 159, 0 ;400.000,00;400.000,00;0.00;Casa, 0.00 de área total, 96.00 de área privativa, 109.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404749626
 8787703903695 ;SP ;SAO PAULO ;CIDADE ADEMAR ;AVENIDA CUPECE, N. 1846, Apto 52, TORRE B ;314.000,00;314.000,00;0.00;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703903695
 10187211 ;SP ;SAO PAULO ;CHACARA SANTO ANTONIO (ZONA SUL) ;RUA AMERICO BRASILIENSE, N. 1923, SL 706 ;437.000,00;437.000,00;0.00;Sala, 0.00 de área total, 47.43 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10187211
 1444415099644 ;SP ;SAO PAULO ;CHACARA SANTANA ;RUA MANUEL VIEIRA SARMENTO ANTIGA PEDRO SARDINHA A, N. 8, B ;330.000,00;330.000,00;0.00;Casa, 0.00 de área total, 114.81 de área privativa, 146.70 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415099644
 1444406854230 ;SP ;SAO PAULO ;CHACARA SEIS DE OUTUBRO ;AVENIDA MELCHERT, N. 1344, LT J ;590.000,00;590.000,00;0.00;Casa, 0.00 de área total, 81.47 de área privativa, 68.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406854230
 8444421910365 ;SP ;SAO PAULO ;CIDADE LIDER ;RUA SERRA DAS DIVISOES, N. 261, Apto 6, . ;227.000,00;227.000,00;0.00;Apartamento, 0.00 de área total, 39.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC Emp, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421910365
 8555516842377 ;SP ;SAO PAULO ;CIDADE LIDER ;RUA MORUBIXABA, N. 440, Apto 65, TORRE 01 ;213.000,00;213.000,00;0.00;Apartamento, 0.00 de área total, 47.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516842377
 8787709177589 ;SP ;SAO PAULO ;CIDADE LIDER ;AVENIDA ITAQUERA, N. 5889, Apto 408, TORRE A ;220.000,00;220.000,00;0.00;Apartamento, 0.00 de área total, 43.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709177589
 8787709500401 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA DAS ESTRELAS, N. 920, Apto 402, 4 PAVIMENTO ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 24.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709500401
 8787710781664 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA DAS ESTRELAS, N. 920, Apto 804, . ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 24.15 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710781664
 8787715673096 ;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA DAS ESTRELAS, N. 920, Apto 1610, . ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 24.15 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715673096
 1444400991635 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;RUA EMILIO SERRANO, N. 260, Apto 31 A, CONJUNTO BURITIS II ;158.585,55;158.585,55;0.00;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400991635
 1555501037408 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;RUA  ANDRE BACCI, N. 58, 0 ;346.000,00;346.000,00;0.00;Casa, 0.00 de área total, 22.60 de área privativa, 117.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555501037408
 8444404638652 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;RUA ANGELO ANDRADE, N. 52, Apto 51 C, 5 PAV ;181.000,00;181.000,00;0.00;Apartamento, 0.00 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404638652
 8444412422531 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;RUA ISIDORO DE LARA, N. 265, Apto 11A, 1PAV ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 51.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412422531
 8555510586727 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;RUA CARAMBOLA, N. 84, Apto 51B, 0 ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 42.67 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555510586727
 8787704035492 ;SP ;SAO PAULO ;GUAIANAZES ;AVENIDA BENTO GUELFI, N. 1800, Apto 107, TR 03 ;176.000,00;176.000,00;0.00;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704035492
 8787704981908 ;SP ;SAO PAULO ;GUAIANAZES ;RUA PEDRA BRANCA DO AMAPARI, N. 139, Apto A16, TORRE 03 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704981908
 8787708055633 ;SP ;SAO PAULO ;GUAIANAZES ;RUA PEDRA BRANCA DO AMAPARI, N. 116, Apto 215, TORRE 2 ;197.000,00;197.000,00;0.00;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708055633
 8294100005009 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL BUTANTA ;VIA RAPOSO TAVARES, N. 8760, Apto 82, BLOCO 5 ;166.000,00;166.000,00;0.00;Apartamento, 0.00 de área total, 45.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8294100005009
 1444405951038 ;SP ;SAO PAULO ;JARDIM VILA CARRAO ;RUA JOAO PINHO, N. 165, LT 3 QD 10 ;475.000,00;475.000,00;0.00;Casa, 0.00 de área total, 49.00 de área privativa, 125.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405951038
 8787707742378 ;SP ;SAO PAULO ;JARDIM AMERICA DA PENHA ;AVENIDA CONDESSA ELISABETH DE ROBIANO, N. 1859, Apto 18-P, TORRE 2 ;300.390,35;300.390,35;0.00;Apartamento, 0.00 de área total, 40.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707742378
 8413500660310 ;SP ;SAO PAULO ;JARDIM SORAIA ;RUA ABILIO CESAR, N. 361, . ;323.215,76;323.215,76;0.00;Casa, 0.00 de área total, 66.00 de área privativa, 111.25 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8413500660310
 1444405942187 ;SP ;SAO PAULO ;JARDIM FIGUEIRA GRANDE ;RUA MATEUS SERRAO, N. 60, Apto 22, BLA 2ANDAR 4PAV ;242.000,00;242.000,00;0.00;Apartamento, 0.00 de área total, 51.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405942187
 8787711785779 ;SP ;SAO PAULO ;JARDIM CELESTE ;RUA EDVARD CARMILO, N. 520, Apto 307, PV 3 TORRE B ;189.000,00;189.000,00;0.00;Apartamento, 0.00 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711785779
 8787712914319 ;SP ;SAO PAULO ;JARDIM CELESTE ;RUA EDVARD CARMILO, N. 560, Apto 402, TORRE A ;242.000,00;242.000,00;0.00;Apartamento, 0.00 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712914319
 10176232 ;SP ;SAO PAULO ;JARDIM PAULISTA ;ALAMEDA CAMPINAS, N. 1446, Apto 31 ;1.900.000,00;1.900.000,00;0.00;Apartamento, 0.00 de área total, 112.24 de área privativa, 0.00 de área do terreno, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10176232
 1444416024702 ;SP ;SAO PAULO ;JARDIM PRUDENCIA ;RUA OSSIAN TERCEIRO TELES, N. 431, Apto 104, 1 PAV ;1.150.000,00;1.150.000,00;0.00;Apartamento, 0.00 de área total, 115.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416024702
 1444402007746 ;SP ;SAO PAULO ;ITAQUERA ;RUA BAIXADA SANTISTA, N. 863, CASA 07 ;315.000,00;315.000,00;0.00;Casa, 0.00 de área total, 59.49 de área privativa, 75.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402007746
 1555536945122 ;SP ;SAO PAULO ;ITAQUERA ;RUA VICTORIO SANTIM, N. 3086, Apto 201, TORRE C ;248.000,00;248.000,00;0.00;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536945122
 8555525337361 ;SP ;SAO PAULO ;ITAQUERA ;RUA AGRIMENSOR SUGAYA, N. 980, Apto 2, BL 10 ;186.000,00;186.000,00;0.00;Apartamento, 0.00 de área total, 41.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525337361
 8787703830108 ;SP ;SAO PAULO ;ITAQUERA ;RUA LAGOA DO CAMPELO, N. 66, Apto 36, . ;221.575,27;221.575,27;0.00;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703830108
 1555502756432 ;SP ;SAO PAULO ;JARDIM SANTA EMILIA ;RUA PROFESSOR ARNALDO JOAO SEMERARO, N. 621, Apto 42, BL 02 ;293.000,00;293.000,00;0.00;Apartamento, 0.00 de área total, 63.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555502756432
 8787705025628 ;SP ;SAO PAULO ;JARDIM SANTA EMILIA ;RUA PROF ARNALDO JOAO SEMERARO, N. 485, Apto 152, TORRE 2 ;241.000,00;241.000,00;0.00;Apartamento, 0.00 de área total, 40.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705025628
 8787705173210 ;SP ;SAO PAULO ;JARDIM SANTA EMILIA ;RUA PROFESSOR ARNALDO JOAO SEMERARO, N. 485, Apto 49, BLOCO 01 ;218.000,00;218.000,00;0.00;Apartamento, 0.00 de área total, 40.84 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705173210
 8787708965826 ;SP ;SAO PAULO ;JARDIM PEDRA BRANCA ;RUA JUA MIRIM, N. 350, Apto 1001, TORRE A ;222.000,00;222.000,00;0.00;Apartamento, 0.00 de área total, 35.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708965826
 1444400792900 ;SP ;SAO PAULO ;JARDIM LEME ;RUA NAZARE MENEZES, N. 34, . ;500.000,00;500.000,00;0.00;Casa, 0.00 de área total, 64.00 de área privativa, 141.85 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400792900
 1787701369057 ;SP ;SAO PAULO ;IPIRANGA ;RUA ANTONIO GOMES FERREIRA, N. 89, Apto 1712, PAV 17 TORRE B ;220.000,00;220.000,00;0.00;Apartamento, 0.00 de área total, 32.75 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701369057
 8787711401059 ;SP ;SAO PAULO ;IPIRANGA ;RUA ANTONIO GOMES FERREIRA, N. 89, Apto 1612, 16PAV TORRE A ;214.000,00;214.000,00;0.00;Apartamento, 0.00 de área total, 32.75 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711401059
 1555518529341 ;SP ;SAO PAULO ;JARDIM PATENTE NOVO ;RUA MERCEDES SALANO CASTINEIRAS, N. 300, Apto 122, BL I ;295.000,00;295.000,00;0.00;Apartamento, 0.00 de área total, 55.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555518529341
 1555512197690 ;SP ;SAO PAULO ;JARDIM SANTO AMARO ;RUA CONDE DE ITU, N. 900, Apto 82, . ;2.475.000,00;2.475.000,00;0.00;Apartamento, 0.00 de área total, 324.58 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, Terraco, 5 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555512197690
 1444406365078 ;SP ;SAO PAULO ;JARDIM CATANDUVA ;RUA PROFESSORA NINA STOCCO, N. 596, Apto 44J, BLOCO J ;273.000,00;273.000,00;0.00;Apartamento, 0.00 de área total, 45.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406365078
 1444400083534 ;SP ;SAO PAULO ;JARDIM TIETE ;RUA CONEGO ANTONIO DIAS PEQUENO, N. 371, . ;398.000,00;398.000,00;0.00;Casa, 0.00 de área total, 87.33 de área privativa, 85.03 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400083534
 8555505585033 ;SP ;SAO PAULO ;JARDIM TIETE ;RUA TABULEIRO, N. 20, CASA 4 ;312.366,98;312.366,98;0.00;Casa, 0.00 de área total, 62.89 de área privativa, 30.79 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505585033
 1787700348560 ;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 446, Apto 1802, TORRE 02 ;308.000,00;308.000,00;0.00;Apartamento, 0.00 de área total, 42.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700348560
 8787702082280 ;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 334, Apto 1006, TORRE 1 ;262.200,00;262.200,00;0.00;Apartamento, 0.00 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702082280
 8787702102265 ;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 574, Apto 307, TORRE 02 ;320.000,00;320.000,00;0.00;Apartamento, 0.00 de área total, 42.74 de área privativa, 0.00 de área do terreno, a.serv, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702102265
 8787707010482 ;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, N. 2500, Apto 305, TORRE 1 ;345.000,00;345.000,00;0.00;Apartamento, 0.00 de área total, 43.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707010482
 1444408482080 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA RIO CANGUCU, N. 63, LT 4 QD 56 ;560.000,00;560.000,00;0.00;Casa, 0.00 de área total, 191.00 de área privativa, 200.00 de área do terreno,  3 qto(s), WC, 3 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408482080
 8787705928407 ;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA JOSE GINES, N. 295, Apto 27, BL 04 ;174.000,00;174.000,00;0.00;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705928407
 8555526645370 ;SP ;SAO PAULO ;JARAGUA ;RUA CASPARINO DE QUADROS, N. 69, Apto 15, TORRE 01 ;154.000,00;154.000,00;0.00;Apartamento, 0.00 de área total, 41.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526645370
 8555537923031 ;SP ;SAO PAULO ;JARAGUA ;AVENIDA DOUTOR JOSE MANIERO, N. 225, Apto 31, TORRE 04 ;215.000,00;215.000,00;0.00;Apartamento, 0.00 de área total, 45.62 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537923031
 8787701521833 ;SP ;SAO PAULO ;JARAGUA ;AVENIDA DOUTOR JOSE MANIERO, N. 135, Apto 33, BL 03 ;203.000,00;203.000,00;0.00;Apartamento, 0.00 de área total, 45.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701521833
